title,authors,year,venue,doi,abstract,keywords,cited_by,sources,in_slr,cutoff_flag,merge_uncertain,n_merged,relevance,reason,theme,perf,perf_dataset
Using GenAI to Assess Design Patterns in Student-Written Code,D. -F. Dosaru; D. -M. Simion; A. -H. Ignat; L. -C. Negreanu; A. -C. Olteanu,2025,IEEE Transactions on Learning Technologies,10.1109/tlt.2025.3604054,"As programming education scales, evaluating student code becomes increasingly challenging. In object-oriented programming (OOP) courses, design patterns are crucial for teaching maintainable reusable solutions that meet industry standards. While traditional automated assessment tools have successfully addressed code correctness and quality, automating the detection of design patterns presents a distinct challenge. Current methods, such as static code analysis combined with graph similarity, have proven effective for library code but often struggle with the variability of student submissions. This article investigates the application of generative artificial intelligence (GenAI) models to improve accuracy in detecting design patterns in student-written code. Our research addresses two key questions: 1) Which of the current GenAI models offer optimal performance, accuracy, and reasoning capabilities for design pattern assessment? and 2) How does a cloud-based Software as a Service solution (such as ChatGPT) compare to a cloudlet solution (local model deployed on the University’s cluster) in terms of reliability and scalability? We assess the effectiveness of these approaches using a representative sample of student assignments specifically crafted to require design pattern implementation. Our findings discuss the educational utility of GenAI in reducing instructors’ grading burdens, enhancing students’ self-assessment opportunities, and its potential to guide industry practitioners in design pattern evaluation. We highlight human-in-the-loop supervision to ensure that GenAI recommendations align with educational standards and advocate for open-source cloudlets as a scalable cost-effective infrastructure for universities. Our study provides guidelines for integrating GenAI into OOP coursework and highlights the implications for teaching, industry applicability, and future research directions. © 2008-2011 IEEE.",Cloud; cloudlet; generative artificial intelligence (GenAI); large language models (LLMs); object-oriented programming (OOP) design pattern detection; Codes (symbols); Computer software reusability; Cost effectiveness; Curricula; Education computing; Grading; Open source software; Open systems; Software reliability; Students; Teaching; 'current; Cloudlet; Design pattern detections; Design Patterns; Generative AI; Intelligence models; LLM; Object-oriented programming design pattern detection; Objectoriented programming (OOP); Programming design; Clouds,3.0,ieee; scopus,False,overlap_2025,False,2,med,grading+edu in abstract; grading not central / no benchmark,reasoning,,
Automated Grading Approach for Open-Ended STEM Answers using LLM,P. Satcharattanachot; S. Usanavasin,2025,"2025 20th International Joint Symposium on Artificial Intelligence and Natural Language Processing, iSAI-NLP 2025",10.1109/isai-nlp66160.2025.11320498,"Artificial intelligence is becoming more popular in educational settings in many countries, especially in helping teachers ease the burden of grading. Grading tasks are not only time-consuming but also likely to be inconsistent, depending on individual judgment and experience. This can lead to unfair evaluations. This study explores how to leverage multiple worldclass AIs like OpenAI, Gemini, Claude, and Typhoon to support more consistent and efficient grading by evaluating performance indicators such as accuracy, recall, precision, F1 score, RMSE, and adjacent agreement rate. Among the tested models, one rule-based approach stood out by achieving perfect recall (100%) and a 49.93% adjacent agreement rate, showing its potential to avoid missing correct answers, which is a key concern in fair assessment. The accuracy of 74.72% also closely mirrors typical human grading. However, there are still areas for improvement. AI systems need to improve in assigning partial credit, understanding student reasoning, and being adapted to non-English, multi-subject educational environments like Thailand's. Scalability of these AI solutions is another important aspect for future development. © 2025 IEEE.","AI grading system; AI in education; Educational assessment; Grading accuracy; STEM education; Artificial intelligence; Benchmarking; STEM (science, technology, engineering and mathematics); Teaching; AI grading system; AI in education; Automated grading; Educational assessment; Educational settings; Grading accuracy; Grading system; Performance indicators; STEM education; Teachers'; Grading",,ieee; scopus,False,overlap_2025,False,2,high,grading-focused (title) + edu [metric:ACCURACY=74.72%],reasoning,ACCURACY=74.72%,
Leveraging AI to Ensure Authenticity in Student Assignments: A Knowledge-Based Validation and Evaluation Framework,C. Hondarangala; D. Wickramaarachchi,2025,2025 5th International Conference on Advanced Research in Computing (ICARC),10.1109/icarc64760.2025.10962918,"This research explores the development of an AI-driven assessment system designed to evaluate student knowledge while minimizing cheating in educational settings. The system operates in two distinct phases. In Phase 1, AI-generated, contextually relevant questions based on student-submitted assignments assess whether the student has genuinely engaged with the content or used external tools, such as generative AI, without proper understanding. In Phase 2, the system delves deeper into conceptual understanding by aligning submissions with course-specific materials, evaluating relevance, depth, and originality. A fine-tuned large language model (LLM), trained on domain-specific data, enables precise evaluation against academic standards. Results indicate that students demonstrated marked improvements in understanding and performance, validating the effectiveness of the two-phase model. This model encouraged deeper engagement and comprehension, increasing students’ knowledge of the material. By addressing the shortcomings of traditional assessment methods, this research introduces a model that reduces the likelihood of students blindly submitting assignments without truly understanding the content.",Academic integrity;AI;LLM;Natural Language Processing;Student assessment; Analytical models;Accuracy;Generative AI;Large language models;Computational modeling;Knowledge based systems;Natural language processing;Iterative methods;Computer security;Standards,1.0,ieee,False,overlap_2025,False,1,low,"education+assessment-adjacent (feedback/rubric/ITS), not core grading",other,,
Investigating Learners' AI Interaction Strategies in AIGC-Empowered Online Learning: An LLM-Based Automated Assessment Approach,Y. Tong; J. Fang; S. Fu; X. He,2025,"2025 5th International Conference on Educational Technology, ICET 2025",10.1109/icet67421.2025.11380703,"Student-generated questioning (SGQ) is an important instructional strategy in online learning. By evaluating students' questioning performance, instructors can understand learners' performance. Artificial Intelligence Generated Content (AIGC) technology provides a dialogic learning environment with adaptive feedback for SGQ in e-learning, and at the same time provides a large language model (LLM) that excels in text categorization tasks. This motivates the exploration of performance and evaluation methods for AIGC-enabled online learning in which learners ask questions to AI tools. In this study, we constructed a question-answer evaluation framework for SGQ teaching with theoretical support, and explored an automated labeling method based on LLM. At the same time, 497 question-answer pairs were collected from learners asking questions to the AI tool in real learning situations. The participants were first-year undergraduate students majoring in Data Science and Big Data Technology. Combining the LLM-based automated question text tagging method and the cluster analysis method, the study identifies four recognizable interaction strategies of learners in AIGC-enabled online learning. This study provides new ideas for the implementation and evaluation of SGQ in AIGC-enabled online learning. © 2025 IEEE.",AIGC; clustering analysis; LLM; online-learning; student-generated questioning; Big data; Cluster analysis; Computer aided instruction; E-learning; Engineering education; Federated learning; Learning systems; Question answering; Students; Text processing; Artificial intelligence generated content; Automated assessment; Clustering analysis; Interaction strategy; Language model; Large language model; Model-based OPC; Online learning; Performance; Student-generated questioning; Automation,,ieee; scopus,False,overlap_2025,False,2,high,grading-focused (title) + edu,grading,,
Automated Analysis of Short Answers Using Text Vectorization,C. Minnegalieva; S. Ziyatdinova,2025,"Proceedings of 2025 28th International Conference on Soft Computing and Measurements, SCM 2025",10.1109/scm66446.2025.11060299,"Open-ended questions are used to test knowledge, and automated assessment of answers to them is currently widely studied. The paper analyzes student's answers formulated in free form. At first, language models were used and assessments were obtained using cosine similarity. To clarify the assessments, it is proposed to use binary classification. The capabilities of explainable artificial intelligence tools and modern chatbots based on large language models were also studied. © 2025 IEEE.",automated scoring; Automatic Short Answer Grading (ASAG); BERT; computer-based assessment; cosine similarity; knowledge test; LLM; natural language processing; semantic similarity; Artificial intelligence; Automation; Classification (of information); Computational linguistics; Education computing; Grading; Quality control; Semantics; Text processing; Automated scoring; Automatic short answer grading; BERT; Computer-based assessments; Cosine similarity; Knowledge test; Language processing; LLM; Natural language processing; Natural languages; Semantic similarity; Natural language processing systems,,ieee; scopus,False,overlap_2025,False,2,high,grading-focused (title) + edu,grading,,
AI-Based Real-Time Feedback System for Automated Assignment Evaluation and Personalized Quiz Generation in Computer Engineering Education,P. Surana; S. Vispute; H. Talele; A. Suryawanshi; A. Vedpathak; I. Tadvi; A. Toke,2025,"2025 9th International Conference on Computing, Communication, Control and Automation, ICCCBEA 2025",10.1109/iccubea65967.2025.11284234,"This article proposes a novel AI-based system that aims to offer real-time feedback and customized quizzes for computer engineering problems. The system focuses on one of the main issues of contemporary education: the time and effort required for manual grading. Through the utilization of Generative AI, our solution automatizes the process of feedback, resulting in a drastic reduction of the time spent by educators on manual grading. One of the main features of the system is its capability to process varied assignment types, both digital and hand-written submissions, with the inclusion of Optical Character Recognition (OCR). The system examines student responses by applying deep learning models to detect particular errors and knowledge gaps. It then uses Generative AI to create personalized quizzes automatically to reinforce principal concepts and enhance student comprehension. This method not only simplifies the grading process but also maximizes the learning process by giving students immediate, personalized feedback. Our testing of the system validates its effectiveness, with higher accuracy, faster operation rates, and higher user satisfaction. © 2025 IEEE.",AI-Based Real-Time Feedback System; Automated Grading; Cosine Similarity; Generative AI; Large Language Models (LLM); Optical Character Recognition (OCR); Quiz Generation; Real-Time Feedback; Retrieval-Augmented Generation (RAG); Vector Database; Vector Embedding; Deep learning; Education computing; Engineering education; Learning systems; Students; AI-based real-time feedback system; Automated grading; Cosine similarity; Embeddings; Feedback systems; Generative AI; Language model; Large language model; Optical character recognition; Optical-; Quiz generation; Real-time feedback; Retrieval-augmented generation; Vector database; Vector embedding; Grading,,ieee; scopus,False,overlap_2025,False,2,med,grading+edu in abstract; grading not central / no benchmark,grading,,
An Agentic Reasoning-Based Feedback System for Programming Assignments,N. A. A. Sulaiman; H. Haron; N. M. Mahfuz; N. A. M. Saat; S. N. Daud; S. Alias,2025,"2025 IEEE 11th International Conference on Computing, Engineering and Design, ICCED 2025 - Proceedings",10.1109/icced68324.2025.11324743,"This study introduces Explain-then-Grade, an automated feedback framework designed for programming lab assignments using agent reasoning and large language models (LLMs). Unlike conventional auto-graders, which provide marks directly and general feedback, the proposed framework requires the agent to explain detected errors prior to assigning marks, thereby enhancing pedagogical value and transparency. The framework integrates sandboxed execution, on-the-fly test generation, and structured, stepwise explanatory reasoning, ensuring that students receive constructive, rubric-aligned feedback. To evaluate its effectiveness, the system was applied to anonymized submissions from a Data Mining module and complemented with open-source student code repositories. Performance was benchmarked against classic unit test-based auto-graders and LLM-only grading models, using five dimensions: grading accuracy, explanation quality, error coverage, and efficiency. Results demonstrate that Explain-then-Grade achieved higher grading reliability ($93 \%$ accuracy, $\kappa=0.85$), superior explanation quality (4.4/5), broader error coverage ($83.7 \%$), and substantial time savings ($67 \%$). These outcomes highlight its potential to support both traditional and open and distance learning (ODL) contexts by shifting automated assessment from mere evaluation toward formative, feedback-driven learning. The study establishes a structured agentic reasoning pipeline for reproducible and pedagogically aligned automated grading.",Agent Reasoning; Automated Grading; Large Language Model (LLM); Trustworthy AI in Education; Artificial intelligence; Computer systems programming; Data mining; Education computing; Grading; Information systems; Learning systems; Open source software; Open systems; Students; Teaching; Agent reasoning; Automated feedback; Automated grading; Error coverage; Feedback systems; Language model; Large language model; Programming assignments; Test generations; Trustworthy AI in education; Automation,,ieee; scopus,False,overlap_2025,False,2,med,grading+edu in abstract; grading not central / no benchmark,reasoning,KAPPA=0.85,
Developing Written Communication Skills in Engineering Education Using Automated Short Answer Grading,J. -M. Rybicki; S. Sarsa; J. Leinonen; A. Hellas,2025,2025 IEEE Frontiers in Education Conference (FIE),10.1109/fie63693.2025.11328569,"This full research paper examines Automatic Short Answer Grading (ASAG) as a method to practice technical writing skills and how this is impacted by the introduction of Large Language Models (LLMs) to the public. Both the industry and ACM Computing Curricula 2020 argue that graduates should be able to communicate effectively in writing across organizational contexts, such as technical documentation and client communication. However, many undergraduate students are unaware of effective technical writing conventions. Further, various LLM-based tools allow students to generate or revise their texts with little effort, but this does not directly translate to high-quality texts or learning writing skills. Thus, the need to learn what makes texts readable, concise, and clear has remained as an important learning goal. These challenges can be addressed by providing targeted writing practice using ASAG. Using short responses allows reducing the cognitive load of learners, directing their focus to specific features of writing. We use Educational Data Mining (EDM) approaches to analyze undergraduate engineering student responses from online ASAG exercises designed for practicing the revision of ineffective writing. We investigate 1) how the prevalence of LLMs may have influenced student approaches to solving ASAG exercises, and 2) how to support the development of writing skills using ASAG. We find that LLMs sometimes struggle at forming concise and clear sentences in certain syntactic structures. LLMs perform well in suggesting alternatives to replace informal word choices but can easily resort rewriting sentences and changing the intended meaning.",multidisciplinary;undergraduate education;written communication;educational technology;automated grading;quantitative analysis; Industries;Translation;Statistical analysis;Large language models;Educational technology;Documentation;Writing;Syntactics;Data mining;Engineering students,,ieee,False,overlap_2025,False,1,high,grading-focused (title) + edu,grading,,
Ai-Based Automated Grading of Source Code of Introductory Programming Assignments,J. Havare; V. Apte; K. Maharajan; N. C. G. Samudrala; G. Ramakrishnan; S. Tamilselvam; S. Vavilapalli,2025,2025 IEEE/ACM 33rd International Conference on Program Comprehension (ICPC),10.1109/icpc66645.2025.00025,"In a typical introductory programming course, grading of student submitted programs is often done manually by examining the source code prior to assigning the final grade for reasons such as checking for compliance to some criteria (e.g. ‘Use iteration, not recursion’, or ‘do not use additional arrays'), or for allotting partial marks. A rubric is often used by graders to grade according such criteria. However, manual grading of source code can be labor-intensive and impractical for large-scale online courses. Therefore, in this paper, we propose techniques based on Large Language Models (LLM) for code to automatically grade student programs according to instructor-specified rubrics. Leveraging a dataset of 27966 datapoints that we created, we study a total of 44 combinations of different open source LLMs and methodologies including Zero-Shot prompting, Few-Shot prompting, Supervised Fine Tuning, QLoRA, Direct Preference Optimization (DPO), code scrambling and code augmentation. To our knowledge, we are the first to address the generalized source code grading problem and to propose a solution with promising results. We find that among the models we studied, while Codestral 22B achieves a high micro-accuracy of 85% without any fine-tuning, Qwen-2.5-Coder-7B-Instruct with DPO fine-tuning achieves the same micro-accuracy with only 35 % of the GPU memory usage and 10 % of the inference time taken by Codestral 22B.",Prompt Engineering;Instruction finetuning; Codes;Source coding;Large language models;Graphics processing units;Manuals;Programming;Prompt engineering;Tuning;Optimization,,ieee,True,overlap_2025,False,1,high,grading-focused (title) + edu [metric:ACCURACY=85%; ACCURACY=35%] [in SLR],code,ACCURACY=85%; ACCURACY=35%,
Automatic Evaluation of Programming Tasks Supported by Language Models,Z. I. Karsa; B. Goldschmidt,2025,IEEE Access,10.1109/access.2025.3601448,"Large language models are also increasingly used in education, both by students and teachers. Newly introduced LLM-based tools, such as Codex, Code Llama, and Microsoft's Copilot, show that LLMs are effective in code generation. In this paper, we evaluate the effectiveness of using LLMs in code evaluation. In programming courses, traditional manual code evaluation is very slow, and the participation of multiple instructors reduces consistency. Test-based code evaluation does not help novice programmers; for low-achieving students, the score attributed by such automatic tests is usually lower than what would have been gained after manual correction. Using LLMs might combine the benefits of manual correction and automatic testing. In order to apply LLMs to the task, detailed scoring guidelines were provided for the language models. The experiment involved 40 students in the first exam and 45 in the second exam in a C++ language course, with six teachers manually assessing the code fragments. The exams consisted of several different programming exercises, and the number of code snippets evaluated exceeded 350. We found a strong correlation between manual scoring and the scores given by the language models. Depending on the language model and the exam set examined, we measured correlation values between 0.6 and 0.9. The results of the experiment were significantly influenced by inconsistent teacher evaluations, so during the research phase, a single teacher was assigned to manual evaluation, which significantly improved the results. Based on these results, we repeated the experiment with an increased number of students (160) learning the Java programming language. The results again show a strong correlation (between 0.6 and 0.7). To clarify the results, we compared the models based on rubric specificity. Still, more research and testing are needed to explore the differences between manual evaluation and evaluation by large language models.  © IEEE. 2025 IEEE.",Automatic evaluation; computer science tasks; generative artificial intelligence; GPT; grading; large language models; NXCode; programming; Artificial intelligence; Automatic programming; Automatic testing; C++ (programming language); Codes (symbols); Computer software; Curricula; Education computing; Java programming language; Learning systems; Students; Teaching; Automatic evaulation; Code evaluation; Computer sience task; Generative artificial intelligence; GPT; Language model; Large language model; Nxcode; Programming; Teachers'; Mathematical programming,2.0,ieee; scopus,False,overlap_2025,False,2,med,grading+edu in abstract; grading not central / no benchmark,consistency,,
Evaluating the Effectiveness of Open-Source LLMs for Automatic Short Answer Scoring,S. Aminah; I. Hidayah; A. E. Permanasari,2025,"2025 IEEE International Conference on Artificial Intelligence and Mechatronics Systems, AIMS 2025",10.1109/aims66189.2025.11229661,"Automated Short Answer Grading (ASAG) has become a critical challenge in educational technology, requiring models capable of understanding the semantics and context of student responses. This study investigates the effectiveness of three Large Language Models (LLMs) GPT-3.5 Turbo, LLaMA3-70B-8192, and Deepseek for ASAG tasks by evaluating their accuracy, interpretability, feedback quality, and efficiency. Using the Mohler dataset, which contains 2,273 answers scored by human raters, the models were assessed based on Quadratic Weighted Kappa (QWK) and Mean Absolute Error (MAE). Results show that LLaMA3-70B-8192 achieved the highest QWK (0.9484), while Deepseek obtained the lowest MAE (0.3), indicating superior precision. GPT-3.5 Turbo, though fastest, had lower agreement with human scores. The study also highlights differences in feedback style and cost-efficiency, with open-source models offering scalable and customizable alternatives. This research contributes a comprehensive benchmark and introduces a novel comparative framework for selecting LLMs tailored to ASAG needs, balancing accuracy, cost, and pedagogical effectiveness.  © 2025 IEEE.",Automated Short Answer Grading (ASAG); Deepseek; GPT-3.5 Turbo; Large Language Models (LLM); LLaMA3-70B-8192; Automation; Educational technology; Feedback; Information management; Open systems; Semantics; Automated short answer grading; Critical challenges; Deepseek; GPT-3.5 turbo; Language model; Large language model; LLaMA3-70b-8192; Mean absolute error; Open-source; Student response; Efficiency; Grading,,ieee; scopus,False,overlap_2025,False,2,high,grading-focused (title) + edu [metric:QWK=0.9484; MAE=0.3; data:Mohler],dataset-specific,QWK=0.9484; MAE=0.3,Mohler
"LLM-Assisted Assessment in Biology Education: A Comparative Study of ChatGPT-4o, Gemini 2.5 Flash and Teacher Grading in High-School Exams",R. A. M. Maciel; A. A. A. Carvalho; M. L. P. Pinheiro; S. M. L. Nunes,2025,SIIE 2025 - 27th International Symposium of Education on Computers in Education,10.1109/siie68580.2025.11368402,"Large language model (LLM) graders are emerging as low-cost, rapid alternatives for evaluating open-ended student responses, but empirical evidence on their validity and pedagogical value remains limited. This study compares two state-of-the-art LLMs - ChatGPT-4o and Gemini 2.5 Flash - against benchmark scores assigned by an experienced biology teacher to 13 fourth-year students from the Integrated Technical High School at IFRN (Natal-Central Campus). Students answered an open-ended question on high-altitude physiology, scored from 0 to 10 using a four-level analytic rubric. We applied descriptive statistics, Pearson correlation, intraclass correlation coefficients, Bland-Altman plots, weighted Cohen’s $\kappa$, and thematic content analysis of LLM-generated textual feedback. Both LLMs demonstrated convergent validity with teacher scores: ChatGPT40 showed strong convergent validity ($r=0.73$), while Gemini 2.5 Flash showed moderate convergent validity ($r=0.57$). Additionally, the models exhibited a strong inter-model correlation ($\mathbf{r}=0.75$) and moderate inter-rater reliability (ICC = 0.68). However, systematic leniency emerged: ChatGPT overestimated scores by $+0.73 \pm 1.13$ and Gemini by $+1.42 \pm 0.78$ points ($\mathbf{p}\lt$0.01). Gemini's scores showed lower variance but omitted the “Insufficient” category entirely, reducing diagnostic sensitivity. Qualitative analysis revealed that feedback from both LLMs consistently referenced atmospheric pressure and gas exchange but failed to mention acclimatization mechanisms in 38% (ChatGPT) and 31% (Gemini) of cases. Longer explanations correlated with greater absolute grading errors ($\boldsymbol{\beta}=\mathbf{0. 4 6}, \mathbf{p}=\mathbf{0. 0 4}$), suggesting that verbosity does not imply accuracy. Our findings suggest that LLMs can approximate human grading while offering timely formative insights yet require calibration to address inflation and conceptual gaps. We propose a moderation protocol to support reliable LLM-assisted assessment in secondary biology education. As this is a pilot study with a small sample (n=13), findings should be interpreted as preliminary.",Automated Assessment; Biology Education; Generative AI; Large Language Models; Teacher Training; Correlation methods; Education computing; Grading; Physiology; Students; Teaching; Automated assessment; Biology educations; Comparatives studies; Convergent validity; Generative AI; Higher School; Language model; Large language model; Teacher training; Teachers'; Personnel training,,ieee; scopus,False,overlap_2025,False,2,high,grading-focused (title) + edu [metric:ICC=0.68],consistency,ICC=0.68,
