"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Using GenAI to Assess Design Patterns in Student-Written Code","D. -F. Dosaru; D. -M. Simion; A. -H. Ignat; L. -C. Negreanu; A. -C. Olteanu","Department of Computer Science, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania; Department of Computer Science, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania; Department of Computer Science, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania; Department of Computer Science, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania; Department of Computer Science, National University of Science and Technology Politehnica Bucharest, Bucharest, Romania",IEEE Transactions on Learning Technologies,"13 Oct 2025","2025","18","","869","876","As programming education scales, evaluating student code becomes increasingly challenging. In object-oriented programming (OOP) courses, design patterns are crucial for teaching maintainable reusable solutions that meet industry standards. While traditional automated assessment tools have successfully addressed code correctness and quality, automating the detection of design patterns presents a distinct challenge. Current methods, such as static code analysis combined with graph similarity, have proven effective for library code but often struggle with the variability of student submissions. This article investigates the application of generative artificial intelligence (GenAI) models to improve accuracy in detecting design patterns in student-written code. Our research addresses two key questions: 1) Which of the current GenAI models offer optimal performance, accuracy, and reasoning capabilities for design pattern assessment? and 2) How does a cloud-based Software as a Service solution (such as ChatGPT) compare to a cloudlet solution (local model deployed on the University’s cluster) in terms of reliability and scalability? We assess the effectiveness of these approaches using a representative sample of student assignments specifically crafted to require design pattern implementation. Our findings discuss the educational utility of GenAI in reducing instructors’ grading burdens, enhancing students’ self-assessment opportunities, and its potential to guide industry practitioners in design pattern evaluation. We highlight human-in-the-loop supervision to ensure that GenAI recommendations align with educational standards and advocate for open-source cloudlets as a scalable cost-effective infrastructure for universities. Our study provides guidelines for integrating GenAI into OOP coursework and highlights the implications for teaching, industry applicability, and future research directions.","1939-1382","","10.1109/TLT.2025.3604054","National Program for Research of the National Association of Technical Universities(grant numbers:GNAC ARUT 2023); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11144915","Cloud;cloudlet;generative artificial intelligence (GenAI);large language models (LLMs);object-oriented programming (OOP) design pattern detection","Codes;Object oriented modeling;Education;Java;Computational modeling;Industries;Accuracy;Scalability;Generative AI;Chatbots","","2","","25","CCBY","29 Aug 2025","2025","","IEEE","IEEE Journals"
"Automated Grading Approach for Open-Ended STEM Answers using LLM","P. Satcharattanachot; S. Usanavasin","School of Information, Computer and Communication Technology Sirindhorn International Institute of Technology, Thammasat University, Pathum Thani, Thailand; School of Information, Computer and Communication Technology Sirindhorn International Institute of Technology, Thammasat University, Pathum Thani, Thailand",2025 20th International Joint Symposium on Artificial Intelligence and Natural Language Processing (iSAI-NLP),"12 Jan 2026","2025","","","1","6","Artificial intelligence is becoming more popular in educational settings in many countries, especially in helping teachers ease the burden of grading. Grading tasks are not only time-consuming but also likely to be inconsistent, depending on individual judgment and experience. This can lead to unfair evaluations. This study explores how to leverage multiple worldclass AIs like OpenAI, Gemini, Claude, and Typhoon to support more consistent and efficient grading by evaluating performance indicators such as accuracy, recall, precision, F1 score, RMSE, and adjacent agreement rate. Among the tested models, one rule-based approach stood out by achieving perfect recall (100%) and a 49.93% adjacent agreement rate, showing its potential to avoid missing correct answers, which is a key concern in fair assessment. The accuracy of 74.72% also closely mirrors typical human grading. However, there are still areas for improvement. AI systems need to improve in assigning partial credit, understanding student reasoning, and being adapted to non-English, multi-subject educational environments like Thailand's. Scalability of these AI solutions is another important aspect for future development.","2831-4565","979-8-3315-0217-1","10.1109/iSAI-NLP66160.2025.11320498","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11320498","AI grading system;Grading accuracy;STEM education;AI in education;Educational assessment","Adaptation models;Accuracy;Tropical cyclones;Scalability;Education;Cognition;Natural language processing;Reliability;Online services;Artificial intelligence","","","","19","IEEE","12 Jan 2026","12-14 Nov. 2025","12-14 Nov. 2025","IEEE","IEEE Conferences"
"Leveraging AI to Ensure Authenticity in Student Assignments: A Knowledge-Based Validation and Evaluation Framework","C. Hondarangala; D. Wickramaarachchi","Department of Industrial Management, University of Kelaniya, Sri Lanka; Department of Industrial Management, University of Kelaniya, Sri Lanka",2025 5th International Conference on Advanced Research in Computing (ICARC),"16 Apr 2025","2025","","","1","6","This research explores the development of an AI-driven assessment system designed to evaluate student knowledge while minimizing cheating in educational settings. The system operates in two distinct phases. In Phase 1, AI-generated, contextually relevant questions based on student-submitted assignments assess whether the student has genuinely engaged with the content or used external tools, such as generative AI, without proper understanding. In Phase 2, the system delves deeper into conceptual understanding by aligning submissions with course-specific materials, evaluating relevance, depth, and originality. A fine-tuned large language model (LLM), trained on domain-specific data, enables precise evaluation against academic standards. Results indicate that students demonstrated marked improvements in understanding and performance, validating the effectiveness of the two-phase model. This model encouraged deeper engagement and comprehension, increasing students’ knowledge of the material. By addressing the shortcomings of traditional assessment methods, this research introduces a model that reduces the likelihood of students blindly submitting assignments without truly understanding the content.","","979-8-3315-3098-3","10.1109/ICARC64760.2025.10962918","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10962918","Academic integrity;AI;LLM;Natural Language Processing;Student assessment","Analytical models;Accuracy;Generative AI;Large language models;Computational modeling;Knowledge based systems;Natural language processing;Iterative methods;Computer security;Standards","","1","","13","IEEE","16 Apr 2025","19-20 Feb. 2025","19-20 Feb. 2025","IEEE","IEEE Conferences"
"Investigating Learners' AI Interaction Strategies in AIGC-Empowered Online Learning: An LLM-Based Automated Assessment Approach","Y. Tong; J. Fang; S. Fu; X. He","National Engineering Research Center of Educational Big Data, Central China Normal University, Wuhan, China; National Engineering Research Center of Educational Big Data, Central China Normal University, Wuhan, China; National Engineering Research Center of Educational Big Data, Central China Normal University, Wuhan, China; National Engineering Research Center of Educational Big Data, Central China Normal University, Wuhan, China",2025 5th International Conference on Educational Technology (ICET),"16 Feb 2026","2025","","","76","80","Student-generated questioning (SGQ) is an important instructional strategy in online learning. By evaluating students' questioning performance, instructors can understand learners' performance. Artificial Intelligence Generated Content (AIGC) technology provides a dialogic learning environment with adaptive feedback for SGQ in e-learning, and at the same time provides a large language model (LLM) that excels in text categorization tasks. This motivates the exploration of performance and evaluation methods for AIGC-enabled online learning in which learners ask questions to AI tools. In this study, we constructed a question-answer evaluation framework for SGQ teaching with theoretical support, and explored an automated labeling method based on LLM. At the same time, 497 question-answer pairs were collected from learners asking questions to the AI tool in real learning situations. The participants were first-year undergraduate students majoring in Data Science and Big Data Technology. Combining the LLM-based automated question text tagging method and the cluster analysis method, the study identifies four recognizable interaction strategies of learners in AIGC-enabled online learning. This study provides new ideas for the implementation and evaluation of SGQ in AIGC-enabled online learning.","","979-8-3315-7386-7","10.1109/ICET67421.2025.11380703","Ministry of Education; China Postdoctoral Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11380703","student-generated questioning;AIGC;LLM;online-learning;clustering analysis","Hands;Electronic learning;Large language models;Text categorization;Learning (artificial intelligence);Tagging;Data science;Feature extraction;Labeling;Artificial intelligence","","","","22","IEEE","16 Feb 2026","26-28 Sept. 2025","26-28 Sept. 2025","IEEE","IEEE Conferences"
"Automated Analysis of Short Answers Using Text Vectorization","C. Minnegalieva; S. Ziyatdinova","Institute of Computational Mathematics and Information Technologies, Kazan Federal University, Kazan, Russian Federation; Department of Industrial Safety, Kazan National Research Technological University, Kazan, Russian Federation",2025 XXVIII International Conference on Soft Computing and Measurements (SCM),"8 Jul 2025","2025","","","182","185","Open-ended questions are used to test knowledge, and automated assessment of answers to them is currently widely studied. The paper analyzes student's answers formulated in free form. At first, language models were used and assessments were obtained using cosine similarity. To clarify the assessments, it is proposed to use binary classification. The capabilities of explainable artificial intelligence tools and modern chatbots based on large language models were also studied.","","979-8-3315-2667-2","10.1109/SCM66446.2025.11060299","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11060299","knowledge test;computer-based assessment;BERT;LLM;cosine similarity;Automatic Short Answer Grading (ASAG);natural language processing;automated scoring;semantic similarity","Hands;Accuracy;Databases;Large language models;Semantics;Pressing;Vectors;Classification algorithms;Internet;Testing","","","","16","IEEE","8 Jul 2025","28-30 May 2025","28-30 May 2025","IEEE","IEEE Conferences"
"AI-Based Real-Time Feedback System for Automated Assignment Evaluation and Personalized Quiz Generation in Computer Engineering Education","P. Surana; S. Vispute; H. Talele; A. Suryawanshi; A. Vedpathak; I. Tadvi; A. Toke","Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India; Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India; Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India; Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India; Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India; Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India; Department of Computer Engineering, Pimpri Chinchwad College of Engineering (PCCOE), Pune, India","2025 9th International Conference on Computing, Communication, Control and Automation (ICCCBEA)","15 Dec 2025","2025","","","1","9","This article proposes a novel AI-based system that aims to offer real-time feedback and customized quizzes for computer engineering problems. The system focuses on one of the main issues of contemporary education: the time and effort required for manual grading. Through the utilization of Generative AI, our solution automatizes the process of feedback, resulting in a drastic reduction of the time spent by educators on manual grading. One of the main features of the system is its capability to process varied assignment types, both digital and hand-written submissions, with the inclusion of Optical Character Recognition (OCR). The system examines student responses by applying deep learning models to detect particular errors and knowledge gaps. It then uses Generative AI to create personalized quizzes automatically to reinforce principal concepts and enhance student comprehension. This method not only simplifies the grading process but also maximizes the learning process by giving students immediate, personalized feedback. Our testing of the system validates its effectiveness, with higher accuracy, faster operation rates, and higher user satisfaction.","2771-1358","979-8-3315-4903-9","10.1109/ICCUBEA65967.2025.11284234","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11284234","AI-Based Real-Time Feedback System;Generative AI;Automated Grading;Real-Time Feedback;Optical Character Recognition (OCR);Vector Database;Vector Embedding;Retrieval-Augmented Generation (RAG);Large Language Models (LLM);Cosine Similarity;Quiz Generation","Automation;Generative AI;Large language models;Optical character recognition;Retrieval augmented generation;Manuals;Real-time systems;Vectors;Natural language processing;Testing","","","","16","IEEE","15 Dec 2025","22-23 Aug. 2025","22-23 Aug. 2025","IEEE","IEEE Conferences"
"An Agentic Reasoning-Based Feedback System for Programming Assignments","N. A. A. Sulaiman; H. Haron; N. M. Mahfuz; N. A. M. Saat; S. N. Daud; S. Alias","Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Sustainable Information Technology & Innovation Center, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Centre for Network Security and IoT, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia; Centre for Network Security and IoT, Faculty of Engineering, Built Environment and Information Technology (FOEBEIT), SEGi University, Selangor, Malaysia","2025 IEEE 11th International Conference on Computing, Engineering and Design (ICCED)","13 Jan 2026","2025","","","1","6","This study introduces Explain-then-Grade, an automated feedback framework designed for programming lab assignments using agent reasoning and large language models (LLMs). Unlike conventional auto-graders, which provide marks directly and general feedback, the proposed framework requires the agent to explain detected errors prior to assigning marks, thereby enhancing pedagogical value and transparency. The framework integrates sandboxed execution, on-the-fly test generation, and structured, stepwise explanatory reasoning, ensuring that students receive constructive, rubric-aligned feedback. To evaluate its effectiveness, the system was applied to anonymized submissions from a Data Mining module and complemented with open-source student code repositories. Performance was benchmarked against classic unit test-based auto-graders and LLM-only grading models, using five dimensions: grading accuracy, explanation quality, error coverage, and efficiency. Results demonstrate that Explain-then-Grade achieved higher grading reliability ($93 \%$ accuracy, $\kappa=0.85$), superior explanation quality (4.4/5), broader error coverage ($83.7 \%$), and substantial time savings ($67 \%$). These outcomes highlight its potential to support both traditional and open and distance learning (ODL) contexts by shifting automated assessment from mere evaluation toward formative, feedback-driven learning. The study establishes a structured agentic reasoning pipeline for reproducible and pedagogically aligned automated grading.","2767-7826","979-8-3315-4520-8","10.1109/ICCED68324.2025.11324743","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11324743","Agent Reasoning;Automated Grading;Large Language Model (LLM);Trustworthy AI in Education","Computer aided instruction;Accuracy;Codes;Large language models;Pipelines;Cognition;Test pattern generators;Reliability;Data mining;Programming profession","","","","16","IEEE","13 Jan 2026","13-15 Nov. 2025","13-15 Nov. 2025","IEEE","IEEE Conferences"
"Developing Written Communication Skills in Engineering Education Using Automated Short Answer Grading","J. -M. Rybicki; S. Sarsa; J. Leinonen; A. Hellas","Aalto University, Espoo, Finland; University of Jyväskylä, Jyväskylä, Finland; Aalto University, Espoo, Finland; Aalto University, Espoo, Finland",2025 IEEE Frontiers in Education Conference (FIE),"13 Jan 2026","2025","","","1","9","This full research paper examines Automatic Short Answer Grading (ASAG) as a method to practice technical writing skills and how this is impacted by the introduction of Large Language Models (LLMs) to the public. Both the industry and ACM Computing Curricula 2020 argue that graduates should be able to communicate effectively in writing across organizational contexts, such as technical documentation and client communication. However, many undergraduate students are unaware of effective technical writing conventions. Further, various LLM-based tools allow students to generate or revise their texts with little effort, but this does not directly translate to high-quality texts or learning writing skills. Thus, the need to learn what makes texts readable, concise, and clear has remained as an important learning goal. These challenges can be addressed by providing targeted writing practice using ASAG. Using short responses allows reducing the cognitive load of learners, directing their focus to specific features of writing. We use Educational Data Mining (EDM) approaches to analyze undergraduate engineering student responses from online ASAG exercises designed for practicing the revision of ineffective writing. We investigate 1) how the prevalence of LLMs may have influenced student approaches to solving ASAG exercises, and 2) how to support the development of writing skills using ASAG. We find that LLMs sometimes struggle at forming concise and clear sentences in certain syntactic structures. LLMs perform well in suggesting alternatives to replace informal word choices but can easily resort rewriting sentences and changing the intended meaning.","2377-634X","979-8-3315-0105-1","10.1109/FIE63693.2025.11328569","Research Council of Finland(grant numbers:356114,367787); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11328569","multidisciplinary;undergraduate education;written communication;educational technology;automated grading;quantitative analysis","Industries;Translation;Statistical analysis;Large language models;Educational technology;Documentation;Writing;Syntactics;Data mining;Engineering students","","","","33","IEEE","13 Jan 2026","2-5 Nov. 2025","2-5 Nov. 2025","IEEE","IEEE Conferences"
"Ai-Based Automated Grading of Source Code of Introductory Programming Assignments","J. Havare; V. Apte; K. Maharajan; N. C. G. Samudrala; G. Ramakrishnan; S. Tamilselvam; S. Vavilapalli","IIT Bombay, Mumbai, India; IIT Bombay, Mumbai, India; IIT Bombay, Mumbai, India; IIT Bombay, Mumbai, India; IIT Bombay, Mumbai, India; IBM Research, India; IIT Bombay, Mumbai, India",2025 IEEE/ACM 33rd International Conference on Program Comprehension (ICPC),"17 Jun 2025","2025","","","171","181","In a typical introductory programming course, grading of student submitted programs is often done manually by examining the source code prior to assigning the final grade for reasons such as checking for compliance to some criteria (e.g. ‘Use iteration, not recursion’, or ‘do not use additional arrays'), or for allotting partial marks. A rubric is often used by graders to grade according such criteria. However, manual grading of source code can be labor-intensive and impractical for large-scale online courses. Therefore, in this paper, we propose techniques based on Large Language Models (LLM) for code to automatically grade student programs according to instructor-specified rubrics. Leveraging a dataset of 27966 datapoints that we created, we study a total of 44 combinations of different open source LLMs and methodologies including Zero-Shot prompting, Few-Shot prompting, Supervised Fine Tuning, QLoRA, Direct Preference Optimization (DPO), code scrambling and code augmentation. To our knowledge, we are the first to address the generalized source code grading problem and to propose a solution with promising results. We find that among the models we studied, while Codestral 22B achieves a high micro-accuracy of 85% without any fine-tuning, Qwen-2.5-Coder-7B-Instruct with DPO fine-tuning achieves the same micro-accuracy with only 35 % of the GPU memory usage and 10 % of the inference time taken by Codestral 22B.","2643-7171","979-8-3315-0223-2","10.1109/ICPC66645.2025.00025","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11025882","Prompt Engineering;Instruction finetuning","Codes;Source coding;Large language models;Graphics processing units;Manuals;Programming;Prompt engineering;Tuning;Optimization","","","","38","IEEE","17 Jun 2025","27-28 April 2025","27-28 April 2025","IEEE","IEEE Conferences"
"Automatic Evaluation of Programming Tasks Supported by Language Models","Z. I. Karsa; B. Goldschmidt","Department of Control Engineering and Information Technology, Faculty of Electrical Engineering and Informatics, Budapest University of Technology and Economics, Budapest, Hungary; Department of Control Engineering and Information Technology, Faculty of Electrical Engineering and Informatics, Budapest University of Technology and Economics, Budapest, Hungary",IEEE Access,"27 Aug 2025","2025","13","","147741","147756","Large language models are also increasingly used in education, both by students and teachers. Newly introduced LLM-based tools, such as Codex, Code Llama, and Microsoft’s Copilot, show that LLMs are effective in code generation. In this paper, we evaluate the effectiveness of using LLMs in code evaluation. In programming courses, traditional manual code evaluation is very slow, and the participation of multiple instructors reduces consistency. Test-based code evaluation does not help novice programmers; for low-achieving students, the score attributed by such automatic tests is usually lower than what would have been gained after manual correction. Using LLMs might combine the benefits of manual correction and automatic testing. In order to apply LLMs to the task, detailed scoring guidelines were provided for the language models. The experiment involved 40 students in the first exam and 45 in the second exam in a C++ language course, with six teachers manually assessing the code fragments. The exams consisted of several different programming exercises, and the number of code snippets evaluated exceeded 350. We found a strong correlation between manual scoring and the scores given by the language models. Depending on the language model and the exam set examined, we measured correlation values between 0.6 and 0.9. The results of the experiment were significantly influenced by inconsistent teacher evaluations, so during the research phase, a single teacher was assigned to manual evaluation, which significantly improved the results. Based on these results, we repeated the experiment with an increased number of students (160) learning the Java programming language. The results again show a strong correlation (between 0.6 and 0.7). To clarify the results, we compared the models based on rubric specificity. Still, more research and testing are needed to explore the differences between manual evaluation and evaluation by large language models.","2169-3536","","10.1109/ACCESS.2025.3601448","Doctoral Excellence Fellowship Program (DCEP); National Research Development and Innovation Fund of the Ministry of Culture and Innovation; Budapest University of Technology and Economics; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11132331","Automatic evaluation;computer science tasks;generative artificial intelligence;GPT;grading;large language models;NXCode;programming","Codes;Manuals;Large language models;Programming profession;Java;Encoding;Correlation;Biological system modeling;Training;Reviews","","2","","56","CCBY","21 Aug 2025","2025","","IEEE","IEEE Journals"
